date,ticker,open,high,low,close,volume,return_1d,return_3d,return_5d,log_return_1d,sma_5,sma_10,close_over_sma5,close_over_sma10,sma_spread_5_10,volatility_5d,rsi_14,macd,macd_signal,macd_hist,log_volume,volume_change_1d,future_return,direction
2023-02-02,AAPL,298.58,298.72,298.38,298.5,3611381,0.008548163665236252,0.004171432416066878,0.00708502024291513,0.008511834996342671,297.066,296.171,1.004827210114924,1.0078637003622908,0.8949999999999818,0.00460937742619845,51.42697257974257,-0.30611571789842174,-0.5817701521679729,0.27565443426955116,15.099601082534848,0.342674052391853,-0.004221105527638214,0
2023-02-03,AAPL,297.53,297.57,295.69,297.24,1535377,-0.004221105527638214,0.0032740405711007003,-0.00030269397638982287,-0.004230039543388742,297.048,296.265,1.0006463601842126,1.0032909726089818,0.7830000000000155,0.0050756438862773106,51.34078212290509,-0.22882492690683875,-0.511181107115746,0.2823561802089073,14.244287162759539,-0.5748504519462223,0.00047099986542864514,1
2023-02-06,AAPL,297.21,297.77,296.65,297.38,4687043,0.00047099986542864514,0.004763996350981348,0.00040368700800641477,0.0004708889798088478,297.072,296.419,1.0010367856950504,1.003242032393335,0.65300000000002,0.005079032430163885,57.9503105590063,-0.15449368123643126,-0.43984362193988313,0.2853499407034519,15.360312664528797,2.052698457772912,0.005884726612415125,1
2023-02-07,AAPL,299.12,300.34,298.46,299.13,2820668,0.005884726612415125,0.002110552763818996,0.009653356735410235,0.005867479239734408,297.644,296.977,1.004992541425327,1.0072497196752612,0.66700000000003,0.005197679459275127,64.98533724340194,0.04510480105500392,-0.34285393734090575,0.38795873839590966,14.852484648821303,-0.39819882173045995,0.002039247150068535,1
2023-02-08,AAPL,299.83,301.49,299.5,299.74,4514296,0.002039247150068535,0.008410711882653743,0.012737777477446866,0.0020371707080384382,298.398,297.522,1.0044973491779434,1.0074549108973454,0.8760000000000332,0.004937843471338362,68.52286049237993,0.24963233218301184,-0.22435668343612225,0.4739890156191341,15.322760029498703,0.6004350742448243,0.004804163608460588,1
2023-02-09,AAPL,300.62,301.57,299.75,301.18,4193531,0.004804163608460588,0.012778263501244336,0.008978224455611361,0.004792660441823138,298.934,298.0,1.0075133641539604,1.0106711409395974,0.9340000000000259,0.003993340903769333,65.62099871959036,0.5219016818452928,-0.07510501037983923,0.597006692225132,15.249053896234768,-0.07105537607635826,-0.0023905969851916176,0
2023-02-10,AAPL,299.88,300.63,299.69,300.46,2751957,-0.0023905969851916176,0.0044462273927723395,0.01083299690485795,-0.0023934590243950282,299.578,298.313,1.0029441414256053,1.0071971385759253,1.2649999999999864,0.003333182059434587,64.54659949622179,0.6718346289385977,0.07428291748384817,0.5975517114547495,14.827823216291005,-0.34376137913371807,-0.005391732676562566,0
2023-02-13,AAPL,299.43,300.93,297.96,298.84,4482332,-0.005391732676562566,-0.003002602255288034,0.004909543345214873,-0.005406320526677888,299.87,298.471,0.9965651782439056,1.0012363010141687,1.399000000000001,0.004789625680589494,67.38987508218275,0.6524164578129898,0.18990962554967653,0.46250683226331335,15.315654227771866,0.6287798101496498,0.0046847811537948925,1
2023-02-14,AAPL,300.02,301.12,298.85,300.24,3902243,0.0046847811537948925,-0.0031210571751112415,0.0037107612075018004,0.004673841719164962,300.092,298.868,1.0004931820908256,1.0045906554064001,1.2239999999999895,0.004504584602822508,68.74606175173285,0.7414487572693815,0.30021745189361754,0.441231305375764,15.177062330245,-0.12941678572671544,-0.0013988808952838383,0
2023-02-15,AAPL,298.84,300.6,298.31,299.82,2303847,-0.0013988808952838383,-0.0021300672302468904,0.00026689797824785977,-0.001399860242596418,300.108,299.25300000000004,0.9990403454756287,1.00189471784744,0.8549999999999613,0.004520808150317445,62.05923836389286,0.7692495758489599,0.394023876684686,0.3752256991642739,14.650091326399433,-0.40960955019971845,-0.0055366553265291385,0
2023-02-16,AAPL,297.67,298.99,296.85,298.16,3369203,-0.0055366553265291385,-0.0022754651318429575,-0.010027226243442433,-0.0055520394131658435,299.504,299.219,0.9955125808002564,0.9964607862468627,0.285000000000025,0.004159680630321493,52.78336686787405,0.6498428146124411,0.4451876642702371,0.204655150342204,15.030187072648095,0.4624248051194373,0.004326536088006261,1
2023-02-17,AAPL,298.22,299.65,296.61,299.45,1435250,0.004326536088006261,-0.002631228350652881,-0.0033615123477334086,0.004317203539468295,299.302,299.44,1.0004944838323833,1.000033395671921,-0.1379999999999768,0.005003728188099118,56.78859268443895,0.6517908755854478,0.48650830653327926,0.16528256905216854,14.176850304772369,-0.5740090460562928,0.007780931708131433,1
2023-02-20,AAPL,299.89,301.8,299.46,301.78,2562474,0.007780931708131433,0.006537255686745347,0.009838040422968763,0.007750816375033942,299.89,299.88,1.0063023108473106,1.0063358676804055,0.009999999999990905,0.005347650185581888,65.76989124212942,0.8317582638054546,0.5555582979877144,0.2761999658177402,14.756484146283649,0.7853851245427625,-0.0007952813307705586,0
2023-02-21,AAPL,300.73,301.61,300.53,301.54,1648612,-0.0007952813307705586,0.011336195331365762,0.004329869437783129,-0.0007955977347320342,300.15,300.121,1.0046310178244213,1.004728093002489,0.028999999999996362,0.00521235771162127,65.99655370476744,0.9441343284929076,0.633273504088753,0.3108608244041545,14.315444886308763,-0.35663269168779854,-0.0047091596471446895,0
2023-02-22,AAPL,301.07,301.98,299.43,300.12,1513667,-0.0047091596471446895,0.0022374352980465417,0.0010006003602160973,-0.004720282673244647,300.21,300.159,0.9997002098531029,0.9998700688635024,0.05099999999998772,0.005755379924859826,54.969325153374264,0.9081425349746155,0.6882473102659256,0.21989522470868994,14.230046402274837,-0.08185370481350374,-0.007930161268825842,0
2023-02-23,AAPL,298.52,298.71,297.05,297.74,4478057,-0.007930161268825842,-0.013387235734640957,-0.00140863965656024,-0.007961772228616937,300.126,299.815,0.9920500056642878,0.993079065423678,0.3109999999999786,0.0064149370675865465,51.43513203214696,0.6797370838138477,0.68654526497551,-0.006808181161662374,15.314700028267767,1.9584162170411328,-0.001444213071807643,0
2023-02-24,AAPL,297.11,297.55,295.8,297.31,4716564,-0.001444213071807643,-0.014027989653114026,-0.007146435131073603,-0.0014452569526852699,299.698,299.5,0.9920319788587179,0.9926878130217028,0.19799999999997908,0.005878961941128141,49.802371541502,0.45873865816008674,0.6409839436124254,-0.18224528545233865,15.366591338382786,0.053261269340698414,-0.004473445225522177,0
2023-02-27,AAPL,296.59,296.6,295.86,295.98,4626869,-0.004473445225522177,-0.013794482207117098,-0.01921929882695994,-0.004483481022524494,298.538,299.214,0.991431576549719,0.9891916822073834,-0.6759999999999877,0.0028675590960065677,40.89068825910936,0.1742670864010165,0.5476405721701436,-0.3733734857691271,15.347391171535934,-0.019017021713264137,-0.0007095073991487677,0
2023-02-28,AAPL,295.17,296.7,294.92,295.77,1289696,-0.0007095073991487677,-0.006616511049909457,-0.019135106453538664,-0.0007097592186422474,297.384,298.767,0.9945726737147929,0.9899687716514876,-1.3829999999999814,0.0028907181368268676,38.247483718176355,-0.06734758761416515,0.42464294021328186,-0.491990527827447,14.069917865027422,-0.7212594521262651,-0.004361497109240164,0
2023-03-01,AAPL,294.82,296.47,293.06,294.48,2910525,-0.004361497109240164,-0.00951868420167501,-0.018792483006797256,-0.004371036184293686,296.256,298.233,0.99400518470512,0.9874158795304343,-1.9770000000000323,0.0028690851435063847,29.98805256869771,-0.35878532266752927,0.2679572876371196,-0.626742610304649,14.883844378827021,1.256752754137409,-0.0013583265417007606,0
2023-03-02,AAPL,292.95,294.79,292.44,294.08,2804823,-0.0013583265417007606,-0.00641935265896354,-0.012292604285618403,-0.0013592499034436045,295.524,297.825,0.9951137640259335,0.9874255015529254,-2.3009999999999877,0.0018013150176131676,30.57247259439704,-0.6149398407558806,0.09137786195851957,-0.7063177027144002,14.846851349872338,-0.03631715927538848,0.0005440696409140244,1
2023-03-03,AAPL,292.99,294.73,291.78,294.24,1343992,0.0005440696409140244,-0.0051729384318895955,-0.010325922437859458,0.0005439216886893306,294.91,297.304,0.9977281204435251,0.9896940505341335,-2.3939999999999486,0.0022482366483763836,34.625668449197946,-0.7958593083093319,-0.08606957209505073,-0.7097897362142812,14.111155591718335,-0.5208282305157936,0.0003738444806959951,1
2023-03-06,AAPL,295.23,297.01,293.83,294.35,4567972,0.0003738444806959951,-0.00044145612605273055,-0.005507128860058108,0.00037377461825904845,294.584,296.56100000000004,0.9992056595062869,0.9925445355255748,-1.9770000000000323,0.001983162684656164,28.456474030724195,-0.9197607793747693,-0.25280781355099446,-0.6669529658237748,15.334580119617502,2.3988089214816757,0.008731102429081039,1
2023-03-07,AAPL,296.21,297.1,296.09,296.92,1239019,0.008731102429081039,0.009657236126224156,0.0038881563376949035,0.008693206775076234,294.814,296.09900000000005,1.0071434870799894,1.002772721285786,-1.285000000000025,0.004859215928422137,40.834386852086006,-0.8013387321539653,-0.3625139972715887,-0.43882473488237667,14.029831302531038,-0.7287595020284713,-0.00599488077596666,0
2023-03-08,AAPL,295.44,296.0,294.19,295.14,4832319,-0.00599488077596666,0.00305872756933101,0.0022412387938059997,-0.006012922214043037,294.946,295.601,1.0006577475198848,0.9984404653570184,-0.6549999999999727,0.005324411225714821,40.52697616060213,-0.8414201625974442,-0.45829523033675984,-0.3831249322606844,15.390837241569562,2.9001169473591606,0.00037270447923032357,1
2023-03-09,AAPL,295.55,296.06,294.28,295.25,2067057,0.00037270447923032357,0.0030575845082383424,0.00397850924918397,0.0003726350421677793,295.18,295.352,1.0002371434379023,0.9996546493675345,-0.17199999999996862,0.0052321682111179995,35.772357723577315,-0.8544592301802822,-0.5375280303054644,-0.3169311998748179,14.541636898260556,-0.5722432645692472,0.003149872988992497,1
2023-03-10,AAPL,296.54,297.03,295.76,296.18,4293191,0.003149872988992497,-0.00249225380573892,0.0065932572050027005,0.0031449225318862517,295.568,295.23900000000003,1.0020705895090132,1.0031872482971422,0.3289999999999509,0.005328525149753231,29.041916167664894,-0.7807495625579008,-0.5861723367559517,-0.19457722580194914,15.272541070175864,1.0769582067644965,-0.0033087987034912114,0
2023-03-13,AAPL,295.77,296.0,294.88,295.2,3089387,-0.0033087987034912114,0.00020329335230728773,0.0028877187022251505,-0.003314284883040308,295.738,295.161,0.9981808222142572,1.0001321312775062,0.5769999999999982,0.005732342496483202,27.517730496454007,-0.7922790302320095,-0.6273936754511633,-0.1648853547808462,14.943483571005375,-0.2803984262521747,-0.0003387533875337523,0
2023-03-14,AAPL,295.42,296.64,295.02,295.1,3532462,-0.0003387533875337523,-0.0005080440304825462,-0.0061295971978984065,-0.0003388107774231486,295.37399999999997,295.094,0.9990723624963608,1.0000203325042192,0.2799999999999727,0.0035203544101091665,30.35993740219112,-0.8002604760708891,-0.6619670355751085,-0.13829344049578063,15.07750591931753,0.14341841925275145,-0.003558115892917657,0
2023-03-15,AAPL,295.05,295.5,293.75,294.05,2621418,-0.003558115892917657,-0.007191572692281656,-0.0036931625669173185,-0.003564461042929068,295.15600000000006,295.05100000000004,0.9962528290124543,0.9966073661841511,0.10500000000001819,0.0027870534956944103,33.886462882096225,-0.8811546518584237,-0.7058045588317716,-0.17535009302665205,14.779226332176716,-0.2579062421619822,-0.0020064614861419194,0
2023-03-16,AAPL,293.14,294.37,291.25,293.46,2609751,-0.0020064614861419194,-0.00589430894308951,-0.006062658763759554,-0.0020084771266439816,294.798,294.98900000000003,0.9954612989233305,0.9948167558790326,-0.19100000000003092,0.002753202146540949,33.4194659776056,-0.9815571582234952,-0.7609550787101164,-0.22060207951337885,14.774765755627183,-0.00445064465110101,-0.006508553124786931,0
2023-03-17,AAPL,292.07,292.99,291.05,291.55,3198851,-0.006508553124786931,-0.012029820399864444,-0.015632385711391694,-0.006529826111155934,293.872,294.71999999999997,0.9920986007513475,0.9892440282301848,-0.8479999999999563,0.002273888225541742,31.829368334700717,-1.2013989263645044,-0.849043848240994,-0.3523550781235104,14.978302553403779,0.22573034745460396,-0.002572457554450347,0
2023-03-20,AAPL,291.74,292.42,289.89,290.8,4589014,-0.002572457554450347,-0.011052542084679429,-0.01490514905149043,-0.0025757720088011027,292.992,294.365,0.9925185670598514,0.9878891851952508,-1.3729999999999905,0.002284378153619963,30.479183032207615,-1.419777531872512,-0.9631905849672977,-0.4565869469052144,15.339175962057617,0.43458197959204736,0.003920220082531012,1
2023-03-21,AAPL,291.68,293.36,290.19,291.94,1785291,0.003920220082531012,-0.005179581544333067,-0.010708234496780822,0.003912556043068172,292.36,293.867,0.9985634149678478,0.9934426117937706,-1.507000000000005,0.0038087497916898254,39.90461049284578,-1.4837519090440878,-1.0673028497826558,-0.41644905926143205,14.395092545251412,-0.610964141752455,0.00044529697883133323,1
2023-03-22,AAPL,292.1,293.36,291.25,292.07,1048207,0.00044529697883133323,0.0017835705710855798,-0.006733548716204796,0.00044519786355401436,291.964,293.56,1.000363058459262,0.9949243766180679,-1.5960000000000036,0.0038579193924233725,41.835905767668635,-1.5065950602863154,-1.1551612918833878,-0.3514337684029276,13.862592597452352,-0.412864905497199,0.003355360016434439,1
2023-03-23,AAPL,292.17,293.78,292.09,293.05,4217269,0.003355360016434439,0.007737276478679611,-0.0013971239691950021,0.003349743356451995,291.882,293.34000000000003,1.0040016170918384,0.9990113861048612,-1.4580000000000268,0.004342627796035239,45.46839299314549,-1.4291463034500111,-1.2099582941967126,-0.2191880092532985,15.25469855723825,3.023316959341046,0.0033782630950349724,1
2023-03-24,AAPL,294.06,294.79,292.36,294.04,3538272,0.0033782630950349724,0.007193258888812837,0.008540559080775223,0.003372569583448559,292.38,293.12600000000003,1.0056775429235927,1.0031181130298916,-0.7460000000000377,0.002752916265005396,48.89364739471805,-1.2732061514734028,-1.2226078656520507,-0.05059828582135206,15.079149312963569,-0.16100395777456933,0.005271391647394763,1
2023-03-27,AAPL,294.58,296.45,293.2,295.59,4453431,0.005271391647394763,0.012051905365152216,0.01647180192572195,0.005257546496605592,293.338,293.165,1.007677150590786,1.0082717923353741,0.17300000000000182,0.0017625425355726437,44.880677444187675,-1.0128746232698518,-1.180661217175611,0.16778659390575923,15.309185592847854,0.2586457457199447,-0.0037890321052808096,0
2023-03-28,AAPL,295.45,296.74,293.94,294.47,1407466,-0.0037890321052808096,0.0048455894898482565,0.008666164280331623,-0.0037962286718604688,293.84399999999994,293.102,1.0021303821075132,1.0046673171796852,0.7419999999999618,0.003535893557483529,47.28304947283064,-0.8867131738422813,-1.121871608508945,0.23515843466666375,14.157302192895193,-0.6839591766438056,0.0039732400584098215,1
2023-03-29,AAPL,295.59,296.06,295.17,295.64,2738165,0.0039732400584098215,0.005441436539246336,0.012223097202725297,0.003965367586054036,294.558,293.26099999999997,1.003673300334739,1.0081122276743244,1.2970000000000255,0.0035667437205198983,51.45631067961161,-0.6844304066401605,-1.0343833681351882,0.34995296149502764,14.82279891118848,0.9454572970146349,-0.005141388174807138,0
2023-03-30,AAPL,295.21,295.69,293.94,294.12,3253185,-0.005141388174807138,-0.004973104638181125,0.0036512540522095627,-0.005154650588664822,294.77200000000005,293.327,0.9977881209884248,1.0027034674612294,1.44500000000005,0.004823137750543374,42.632331902718086,-0.6394005416624964,-0.9553868028406498,0.3159862611781534,14.995145381810438,0.18808946867701537,0.0008839929280566317,1
2023-03-31,AAPL,294.34,294.43,292.95,294.38,4321802,0.0008839929280566317,-0.00030563385064708015,0.0011563052645897631,0.000883602436419828,294.84000000000003,293.61,0.998439831773165,1.0026225264807056,1.2300000000000182,0.004605951255795186,46.90799396681748,-0.5760933763191929,-0.8795281175363585,0.3034347412171656,15.279183234260481,0.3284833171184547,0.008458455058088177,1
2023-04-03,AAPL,295.27,296.91,294.43,296.87,4212405,0.008458455058088177,0.004160465430929516,0.004330322406035592,0.008422882777371576,295.096,294.217,1.0060116030037682,1.009017154005377,0.8790000000000191,0.005591468143832738,55.654952076677304,-0.32129610003806874,-0.7678817140367006,0.44658561399863184,15.253544538853722,-0.025312820902021915,0.010509650688853789,1
2023-04-04,AAPL,298.38,300.13,297.8,299.99,4895429,0.010509650688853789,0.01995784033727732,0.01874554283967811,0.01045480822548761,296.2,295.022,1.012795408507765,1.0168394221447892,1.1779999999999973,0.006228606792430073,66.76072234762992,0.13088177853023808,-0.5881290155233129,0.719010794053551,15.403812674828155,0.16214585254741642,-0.00203340111337047,0
2023-04-05,AAPL,299.7,300.17,298.63,299.38,2210775,-0.00203340111337047,0.01698484951423329,0.01265052090380192,-0.0020354712802106434,296.948,295.75300000000004,1.008189986125517,1.0122636118653063,1.1949999999999363,0.006730628144206592,66.68545659526512,0.4349996973113548,-0.38350327295637937,0.8185029702677342,14.608854143083514,-0.5484001504260403,-0.00046763310842401484,0
2023-04-06,AAPL,300.11,300.44,298.7,299.24,3841722,-0.00046763310842401484,0.007983292350187021,0.0174078607371142,-0.00046774248288539155,297.972,296.372,1.0042554333964266,1.0096770275194689,1.599999999999966,0.005632964946375451,74.07639323732019,0.6571433693214885,-0.1753739445008058,0.8325173138222943,15.161431521845769,0.7377263629270279,0.005614222697500448,1
2023-04-07,AAPL,301.15,301.41,300.68,300.92,3594292,0.005614222697500448,0.003100103336777904,0.022216183164617265,0.005598521687816493,299.28000000000003,297.06,1.0054798182304197,1.012994007944523,2.2200000000000273,0.005485307784688867,79.94082840236712,0.9577158374852957,0.05124401189641449,0.9064718255888812,15.094857867766173,-0.0644060137615371,-0.00033231423634194623,0
2023-04-10,AAPL,301.27,301.41,300.47,300.82,1386162,-0.00033231423634194623,0.00480994054379047,0.013305487250311554,-0.00033236946495307507,300.07000000000005,297.58299999999997,1.002499416802746,1.010877637499454,2.48700000000008,0.005270400295256623,77.99495586380849,1.1743157388958139,0.2758583572962944,0.8984573815995195,14.142050056434709,-0.6143435202259583,-0.006316069410278513,0
2023-04-11,AAPL,300.07,300.96,298.91,298.92,3706027,-0.006316069410278513,-0.0010693757519047997,-0.003566785559518615,-0.006336100164977765,299.85600000000005,298.028,0.9968785016808067,1.0029930073684352,1.8280000000000314,0.004283005424842461,69.42711287578013,1.1790670492442814,0.4565000956858918,0.7225669535583896,15.125471241114605,1.673588657025658,0.0008363441723537868,1
2023-04-12,AAPL,297.74,299.44,297.03,299.17,1423157,0.0008363441723537868,-0.005815499135983004,-0.0007014496626360778,0.0008359946314433486,299.814,298.38100000000003,0.9978520015743094,1.0026442702450893,1.4329999999999927,0.004253006278888063,68.1065088757398,1.1892959442552637,0.6030592653997662,0.5862366788554976,14.16838890393709,-0.6159884965759829,-0.0020389744961059053,0
2023-04-13,AAPL,298.59,298.6,298.54,298.56,3475359,-0.0020389744961059053,-0.007512798351173466,-0.002272423472797769,-0.0020410560345540674,299.678,298.825,0.9962693290798791,0.999113193340584,0.8530000000000086,0.004341051242930155,63.680387409201025,1.1350958369931732,0.7094665797184476,0.42562925727472556,15.061208628737521,1.44200674978235,-0.00415326902465174,0
2023-04-14,AAPL,297.92,298.23,296.21,297.32,4699367,-0.00415326902465174,-0.00535260270306448,-0.011963312508307955,-0.004161917801886794,298.95799999999997,299.11899999999997,0.9945209695007327,0.9939856712545844,-0.16100000000000136,0.0028848368958979955,55.33621221468238,0.9807784214801814,0.7637289480707944,0.21704947340938696,15.362938589553536,0.35219613283116935,-0.003598816090407575,0
2023-04-17,AAPL,297.24,297.52,295.88,296.25,3526957,-0.003598816090407575,-0.009760336932179037,-0.015191809055248973,-0.0036053074077511127,298.044,299.05699999999996,0.993980754519467,0.9906138294706361,-1.0129999999999768,0.0026604214059113575,55.507425742574185,0.7633413760329404,0.7636514336632236,-0.00031005763028324473,15.07594630101006,-0.24948253669057985,-0.0022953586497890255,0
2023-04-18,AAPL,294.63,296.59,293.59,295.57,4892584,-0.0022953586497890255,-0.0100147374062165,-0.011207011909541098,-0.002297997023570808,297.37399999999997,298.615,0.9939335651401939,0.9898029234968102,-1.2410000000000423,0.0019373853092163878,49.776643267389936,0.5300406552291292,0.7169292779764048,-0.18688862274727558,15.403231351632366,0.38719695193335224,0.007646242852792806,1
2023-04-19,AAPL,297.54,298.38,296.86,297.83,4599120,0.007646242852792806,0.0017153235571101266,-0.0044790587291507755,0.007617158501170174,297.10599999999994,298.46,1.002436840723513,0.9978891643771359,-1.3540000000000418,0.004851525724024258,61.30408287629486,0.5214997411495119,0.6778433706110263,-0.15634362946151437,15.341375756243362,-0.05998139224589705,0.005741530403250206,1
2023-04-20,AAPL,299.63,299.85,298.49,299.54,2093767,0.005741530403250206,0.011105485232067558,0.003282422293676479,0.005725110637309072,297.302,298.48999999999995,1.007527699107305,1.0035177057857887,-1.1879999999999313,0.005582750959165469,64.44568868980964,0.645275381216436,0.6713297727321083,-0.026054391515672237,14.554475871533485,-0.5447461688322983,0.0008012285504439554,1
2023-04-21,AAPL,300.93,301.83,299.65,299.78,1562196,0.0008012285504439554,0.01424366478329997,0.008273913628413787,0.000800907738200074,297.794,298.37600000000003,1.0066690396717193,1.0047054722899964,-0.5820000000000505,0.004912521900642864,59.320948110185675,0.7540423313404858,0.6878722844537838,0.06617004688670203,14.261603721787779,-0.2538825953413154,-0.0039695776903062585,0
2023-04-24,AAPL,299.5,299.51,297.84,298.59,2656195,-0.0039695776903062585,0.0025517912903334494,0.007898734177215205,-0.003977477376367666,298.262,298.15299999999996,1.001099704286835,1.001465690434106,0.10900000000003729,0.005013487408799991,44.88304093567239,0.7357367528754253,0.6974451781381121,0.03829157473731315,14.792405582036453,0.7002956095137871,-0.007669379416591182,0
2023-04-25,AAPL,296.16,297.08,295.49,296.3,4567945,-0.007669379416591182,-0.010816585430994174,0.0024698041073181187,-0.0076989403465628214,298.408,297.89099999999996,0.9929358462239618,0.994659120282251,0.5170000000000528,0.006429396363703336,39.97395833333336,0.5303322483472357,0.6640225921799369,-0.13369034383270118,15.334574208882087,0.7197325497563243,0.0011137360782988992,1
2023-04-26,AAPL,296.4,297.1,295.74,296.63,2009561,0.0011137360782988992,-0.010507705650810495,-0.004029144142631669,0.0011131163343849337,298.168,297.637,0.9948418341337769,0.9966166840816162,0.5310000000000059,0.005153942021719804,41.607717041800576,0.3896839072115199,0.6091548551862535,-0.21947094797473354,14.513427345841565,-0.5600732933518244,-0.00023598422276904785,0
2023-04-27,AAPL,295.89,297.64,295.67,296.56,1884003,-0.00023598422276904785,-0.006798620181519666,-0.00994858783467989,-0.00023601207142753822,297.572,297.437,0.9965991423924294,0.9970514764471131,0.1349999999999909,0.003764132180661578,34.361549497847804,0.26946445011412834,0.5412167741718285,-0.2717523240577001,14.448909857258442,-0.06248031286435196,-0.001112759643916883,0
2023-04-28,AAPL,296.78,298.59,296.07,296.23,3234554,-0.001112759643916883,-0.00023624704691194154,-0.011842017479484768,-0.0011133792205981763,296.86199999999997,297.32800000000003,0.9978710646697794,0.9963071086476887,-0.46600000000006503,0.003496893258263347,33.803810868031036,0.14587981050658527,0.4621493814387798,-0.31626957093219454,14.989401918495359,0.7168518309153435,-0.002092968301657505,0
2023-05-01,AAPL,295.63,295.74,295.59,295.61,1267914,-0.002092968301657505,-0.00343862724606403,-0.009980240463511758,-0.002095161620712993,296.26599999999996,297.264,0.9977857735953503,0.9944359222778406,-0.9980000000000473,0.0033817452651254726,37.160589604344366,-0.002066899277167522,0.36930612529559037,-0.3713730245727579,14.052884377032067,-0.6080096359498095,0.00043976861405226053,1
2023-05-02,AAPL,295.71,297.7,294.89,295.74,2249533,0.00043976861405226053,-0.00276503911518744,-0.0018899763752953103,0.00043967194417593447,296.154,297.281,0.9986020786482709,0.9948163522054891,-1.1270000000000095,0.0012644344468773798,36.57008613938909,-0.10758563885957528,0.27392777246455724,-0.3815134113241325,14.626233641619024,0.7741999851724959,0.0013187259078919489,1
